,Name,Street,Category,Price Tags,Average Rating,Review,Date,Rating
16,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"We thought we&amp;#39;d have a 90 minute wait and end up eating somewhere else, but a short walk around the block and 25 minutes later we were at our table. We didn&amp;#39;t go for any appetizers but I got a burger and tried some of the mac &amp;amp; cheese, both were great. My only complaint was the portions were pretty small. That was fine with us (stopped for ice cream in the afternoon) but it doesn&amp;#39;t quite line up with the price, and it isn&amp;#39;t too upscale either.",6/27/2021,4
17,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"I ordered the fish and chips for my main entrée and one of the zero proof cocktails for my beverage (nonalcoholic Island Crusher). The fish and chips were fantabulous with incredible taste and texture. The fish was fresh and well-seasoned, and the fries were very delicious. For my dessert, I had a sensational apple pie a la mode, which was off the chain. The ambiance was lively, and the server was very responsive.",7/12/2022,5
18,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"The food is delicious (albeit rich), but the service is quite odd and disturbing. Would order take out, due to insanely slow service.",7/25/2022,4
19,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"I will come back over and over again just for the cheddar ale soup, and dressed greens!",2/28/2023,5
20,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,Get the oysters. The pork burger with a fried egg is great as well. Good beer selections. Make reservations ahead of time. Always a great time.,2/3/2023,5
21,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"Excellent location with a hip vibe all around. I only went downstairs to eat and drink, but I would highly suggest this place. Although the pot roast was delicious, the wings were even better. Excellent location for socializing.",1/27/2023,4
22,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"Shortly after we arrived in Burlington, we were hungry and in search of food and glad we found The Farmhouse Tap &amp;amp; Grill. Since there was a long wait to indoor dining, we decided to sit outside. Our server Connor was attentive and paid attention to detail regarding allergies.<br&gt;<br&gt;For drinks, we recommend the Downeast Cider Original Blend and Von Trapp Helles.<br&gt;<br&gt;For appetizers, we shared an order of Crispy Onions Rings, which was served over horseradish aioli with additional condiments including ketchup, mustard, mayo, ans hot sauce. <br&gt;<br&gt;The other guests in my party enjoy their dinner entrees including the Grilled Vermont Pork Loin, Roasted Dayboat Cod, and Adams Farm Chicken and Biscuits. The Grilled Vermont Pork Loin was served with fingerling potatoes, fall squash, and braised kale in a creamy mustard sauce. The Roasted Dayboat Cod was served with spaghetti squash, shaved radish, and herb salad in a lemon beurre blanc sauce. The Adams Farm Chicken and Biscuits consisted of pan roasted chicken served with mini cheddar scallion biscuits, roasted root vegetables, and roasted brussel sprouts in flavorful pan sauce. I wasn&amp;#39;t super hungry so I had a Butternut Squash Bisque, Roasted Fall Squash, and Roasted Roots. The Butternut Squash Bisque was finished with pickled apple, a pumpkin seed oil drizzle, and sumac yogurt drizzle. It was a bit thicker than I liked. The Roasted Fall Squash consisted of Does&amp;#39; Leap Farm cherve, roasted delicata squash, cider gastrique, endive, pepitas, cranberries, shaved radish, and mint. The Roasted Roots consisted of roasted carrots, parsnip, and fennel. I&amp;#39;ll admit I order-ordered and didn&amp;#39;t have any room for dessert :(",10/10/2022,4
23,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"Great ambience for a date night or an early dinner with your kids.  The wings were juicy and flavorful.  The burger was also a yummy surprise!  We ordered it with the salad and it was a great refreshing compliment to the burger.  Salad with salmon on top was also perfection.  Great food, great drinks!",1/17/2023,4
24,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"From start to finish everything was amazing! Our drinks (a Mule, and Margarita) were basic yet top notch! We did ask the waitress if the ginger beer used was gluten free as my girlfriend has an allergy, she immediately checked with the bartender and came right back to let us know it was. I got cheddar scallion biscuits to start and they were amazing, they came in a small Dutch pan soaking in horse radish herb butter; I had to stop myself after 2. The remaining two were equally delicious a day or two later. For dinner we both decided to try one of the specials listed for the evening, &amp;#34;Laplatte River beef burger&amp;#34; I kept mine with blue cheese and a regular bun, my girlfriend got a gluten free bun and goat cheese, I opted for the salad, my girlfriend went with fries. Both sides were delicious, and the burgers were to die for. Before our food came out the waitress dropped off house made ketchup, mayonnaise, mustard, and hot sauce; each of which was better than any other I&amp;#39;ve tried. The service was great, all employees were very friendly. The decor was very homey as well.",2/9/2023,5
25,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"WOW! An overall outstanding experience. From the employees to the decor to the drinks and the FOOD! Incredible. You will not be disappointed. We have been here twice so far and both times we felt welcomed, comfortable and of course the food was delicious and cooked to perfection.",3/22/2023,5
26,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"So fresh, great food, friendly service. Highly recommended! <br&gt;<br&gt;The lake perch taco is sweet, light, just perfect for summer.",7/1/2022,5
27,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,Great atmosphere!  Always open - which is huge when you&amp;#39;re looking for a nice lunch or dinner on a Monday!  Appreciate the work effort!  Great staff and delicious food!,3/15/2023,5
28,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,This was our third time at Farmhouse Tap &amp;amp; Grill. If just based on our first two visits I&amp;#39;d give it five stars. Tonight  the kitchen was either short handed or something else was off.  Our server did a great job but it took 30 minutes for our apps to come out - onion rings and wings - and 30 minutes after that our entrees arrived.  The food was delicious but if this had been my first experience at FTG I wouldn&amp;#39;t go back.  Hopefully on our next visit the timing will be better.,3/18/2023,3
29,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"Expansive food and drink palace that won a place in my heart by serving me the best burger I&amp;#39;ve ever had, and this aging body has consumed many. <br&gt;<br&gt;Went with wife and UVM-attending daughter on a foliage season-amped Sunday night, and, without reservations, we were still quickly sipping beers on couches in the back beer garden while waiting on a table. During those 30 delicious minutes, we enjoyed the Rising Hope IPA (passion fruit, guava notes) and a platter of hand cut fries that brought out the predator in each of us. <br&gt;<br&gt;Then whisked out to the overhead heated patio, where we leaned into kale, ordering the entree-sized Kale and Arugula salad with blue cheese niblets and sprinkled with roasted quinoa that looked and crunched just like bacon, but tasted maybe better. <br&gt;<br&gt;Entrees included my preternatural Lamb Burger, medium rare and maximally perfect, the grilled smokiness playing off the tangy pickled onions and sharp feta. Swoon city. <br&gt;<br&gt;No farmhouse is perfect. Daughter&amp;#39;s New England sea food chowder was deconstructed, &amp;#34;pretentious&amp;#34; said she. Not really a chowder but shell fish on a baconey white sauce. <br&gt;<br&gt;Wife&amp;#39;s crispy quinoa cakes were well-textured but not memorable. <br&gt;<br&gt;But the overall experience was memorable.  5 stars, for me, means that I would make a real effort to return. And I will.",10/4/2021,5
30,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"What a delectable lunch! I enjoyed the pork burger with fried egg and crunchy onion rings. Every bite was fantastic. The cheddar soup was great, too. Friendly attentive service, hip but laid back atmosphere. What&amp;#39;s not to like?",11/3/2022,5
31,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"Be prepared to wait but don&amp;#39;t fret, you can grab a drink as you wait to be seated. There&amp;#39;s a small bar but if it&amp;#39;s crowded, you can wait outside - they have space heaters so you can wait outside even in the cold winter months. Speaking of, the outdoor area is fairly large so I can imagine it&amp;#39;d bea good spot for happy hour in the summer. <br&gt;<br&gt;Despite the crowd, service was fairly quick and friendly. Wings were nothing to rave about but I&amp;#39;d return in the warmer months to give this place another chance.",3/13/2022,3
32,THE FARMHOUSE TAP & GRILL ,Bank St,"burgers,restaurants,tradamerica",2,4.0 ,"I&amp;#39;ve been staying in the area for a while but I never really get to explore Burlington much because of work. It usually takes someone visiting me in order to do anything so my brother&amp;#39;s appearance helped with getting my to try this place. <br&gt;<br&gt;First, parking is not quite a challenge, but still not super great. Street parking, metered in spots. If you can&amp;#39;t manage to get a spot on the street, there a a few garages that are reasonably priced on the block. Could be worse, but I&amp;#39;d kill for a private lot. <br&gt;<br&gt;We went before the dinner rush so weee able to walk right in and be seated. Greeted pretty quickly and she gave us a reasonable amount of time to look through the menu before she returned. Food came out fast, which is a big plus. <br&gt;<br&gt;I had the dry rubbed chicken wings and collard greens. Didn&amp;#39;t want a huge meal so that worked. It was way more wings that I thought I&amp;#39;d get, which is great at the current price point. They were delicious, sized right, and hit the spot. The collards were okay. Not the best I&amp;#39;d every had and nothing like you&amp;#39;d get in the south. Also got a Stone Fence and it was fabulous. <br&gt;<br&gt;If I&amp;#39;d change anything, I&amp;#39;d tell them to lower the house music. It was at times really hard to hear people talk right next to you. Add someone wearing a mask and it was like being in a club with how well you could hear.",10/16/2021,4
33,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"From the cozy interior, to the fresh food (we saw a farmer drop off stacks of eggs while we sat), to the music selection this was a lovely experience. We made reservations (make them weeks in advance as they will all be gone). I ordered the kale canneloni that came topped with chicken of the woods mushrooms.  Each bite tasted different and made me feel like as if I was foraging through an autumnal woods. Service was friendly and prompt. My husband ordered the bone in pork loin and it looked like something Fred Flinstone would be thrilled to eat.  Perfect charring and cooked to perfection.  Delicious.  <br&gt;<br&gt;Oh and get the rolls.",3/11/2023,5
34,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"HOLD UP! <br&gt;<br&gt;We were visiting the area and got recommendations to go here which was a good confirmation since we had planned on going anyways through previous research. <br&gt;<br&gt;When I tell you we were blown away by how amazing this place would be an understatement. The place was a little crowded but we were able to sit at the bar. The bartender and servers were amazing! Ran us through the menu, gave drink pairings for our meals, and literally were the nicest people ever. I love that. Now onto the food. YES. First get the rolls, they&amp;#39;re sooooooo good. Which is a lot because bread is usually well bread. Yet they did it so well. They are farm to table so the menu does change often but I got the hanger steak with cabbage. I usually hate cabbage but they prepared it so delicious that I almost forgot this is a veggie I usually am not a fan of. Drinks were excellent as well! The decor was very homey and rustic. If you&amp;#39;re debating on coming here. Don&amp;#39;t. I&amp;#39;m not even from the area and would drive back up just to eat here.",2/11/2023,5
35,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"One of the best meals I&amp;#39;ve had the pleasure to enjoy. Started with the rolls and a sampling of cheeses, followed by the beef tartare. Shared a ribeye with some delicious mushrooms and potatoes for our main. Finally, dessert was chocolate pot de crème, which might have been my favorite part. <br&gt;<br&gt;Service was fantastic - each dish was explained thoroughly and presented quickly. Recommendations were also given and great. <br&gt;<br&gt;Very cool atmosphere - will be hard to stay away next time I&amp;#39;m in town.",2/4/2023,5
36,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"I can see why this place is so popular. I made reservations for my coworker, my husband, and I for a Monday night at 6:00 pm. And it was hard to find reservations honestly. <br&gt;<br&gt;We parked in the garage next door, first 2 hours were free. We were promptly seated and greeted. The waiter was friendly and sufficient. My husband and I ordered the Parker house rolls, a local cheese that came with toasted slices of bread and jam, abandoned another appetizer that escapes my mind right now. I got the duck for my main, and my husband got the hanger steak. <br&gt;<br&gt;The food was all great. My favorite was the local cheese. It was soft and creamy, the jam made the perfect complement to the flavors. The Parker house rolls had flakes of sea salt on it, which were a bit too much for me, so I just picked some of it off. My husband loved them the way they were and devoured 2 right away. The duck was well cooked. We also got dessert, 4 of the ice creams: a cantaloupe sorbet, salted caramel pretzel, honey lavender, and cereal milk. I enjoyed the cantaloupe sorbet the most while my husband loved the cereal milk. <br&gt;<br&gt;This place had great vibes as well with a dark wood decor. It was very Vermont. Can&amp;#39;t wait to come back if we&amp;#39;re in the area!",11/18/2022,5
37,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,The food here was amazing!! Literally the best duck entree I&amp;#39;ve ever had. The service was super friendly and the ambience is cozy and romantic. All the food was incredible. Had a great time here and will be back if I ever am in vt again.,1/20/2023,5
38,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"Awesome fine dining experience in downtown Burlington. This place offers beautifully executed food and top-level service. I&amp;#39;ve been here a few times and enjoyed my experience.  It may be the top fine dining place in town but still a bit shy from many innovative fine dining places in larger cities. Personally, I think some ingredient/flavor/texture combinations can be improved to be top-notch. <br&gt;<br&gt;Bottom line,  you will have a lovely experience as long as you don&amp;#39;t expect too high. It&amp;#39;s worth trying!",12/4/2022,4
39,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"Get ready for a beautiful experience from start to finish! <br&gt;<br&gt;Prior to arriving, I called and spoke with Brigette, who was extremely kind and friendly. Upon arrival, I was greeted by Em, Allissa and Cindy, who were all so warm and welcoming. <br&gt;<br&gt;Hen of the woods is a comfy and cozy atmosphere that makes you feel welcome. The service is incredible (thanks Zac) and the food was great! I sat at the chef&amp;#39;s table (a little hot for me) and it was certainly an experience that&amp;#39;s worth writing about. Chef Jordan was right there giving me options on the food choices available. I took them and was pleased. And my server, Zac, was incredible and delivered EXCELLENT service! He listened to my flavor profile from drinks to desserts and it didn&amp;#39;t disappoint. The oysters were fresh and delicious. The scallops were unique and flavorful. The prosciutto was perfect (wish I added cheese to pair with it) and the duck was great! I loved it! Enjoy!",11/19/2022,5
40,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"I can&amp;#39;t stop thinking about the food here.  It&amp;#39;s becoming my dirty little secret.  You see me just looking off to nowhere with a smile on my face and drool down my chin?  Yeah, that&amp;#39;s me thinking about Hen of the Wood. <br&gt;<br&gt;We were so lucky to be able to snag a reservation off the notify list because I made the grave error of forgetting I was even going to Vermont (don&amp;#39;t ask LOL) so I made almost no plans until the day before we flew.   <br&gt;<br&gt;Walking in, I knew it was going to be a good night because the smell in this place was to die for.  We were sat by the expo and got to watch all the kitchen action.  I live for that.  I mean it gives me a bit of PTSD from my line days but it&amp;#39;s also so fun to watch and makes me understand why people glorify chefs and want to be one themselves (don&amp;#39;t, it&amp;#39;s very hard work.)  <br&gt;<br&gt;Not one dish here was bad.  Not one.  I&amp;#39;d order my exact order again and I&amp;#39;d be fully willing to try a completely new set of items.  I loved the habanero vinegar that came with the oysters so much I bought a bottle to take home (along with some CBD truffles that actually featured praline from my favorite chocolate maker in Paris.)  <br&gt;<br&gt;The cocktails here are excellent as well.  Super thought out and well balanced.  Great pricing too.<br&gt;<br&gt;Our server was so engaging and really helpful and thoughtful.  She was the kind of person who really &amp;#34;learnt&amp;#34; us right away and tailored herself to us.  This made us feel pretty special, even though we aren&amp;#39;t &amp;#34;special&amp;#34; people.  There&amp;#39;s just a really good vibe here.",9/26/2022,5
41,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"Definitely more on the expensive side but the food, the atmosphere, &amp;amp; the service, made it all so worth it! I went there a while back with a bunch of friends for a coworkers birthday, and while we may have spent damn near $1000 it was an amazing night!",3/24/2023,5
42,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,Service excellent.  Food unique and exquisite.  Ambiance great.  Fun night out with the girls.,2/6/2023,5
43,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"The chef&amp;#39;s table is the best seat in the house IMO. We arrived at 4:45 as a walk-in and requested the chef&amp;#39;s table, we had to wait until 5 to sit. Once seated, the pacing was such that we didn&amp;#39;t have our main course until 6. <br&gt;<br&gt;The entrees were nicely presented and the portions were substantial.<br&gt;<br&gt;The squid and swordfish were nothing special. Yes, it was fresh and the ingredients were high quality, but the taste was nothing more than ordinary. <br&gt;<br&gt;Their menu frequently rotates and they had only 4 entrees from which to choose. I suggest you check the day&amp;#39;s menu in advance",6/21/2022,3
44,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"For our last meal in Burlington we visited Hen Of The Woods. It is a beautiful restaurant and they are taking lots of risks, but I did not feel like they panned out consistently enough in the food we ate.  <br&gt;<br&gt;Quality: The chef adjusts the menu with the seasons, so maybe we hit a weird moment, but I was not overly impressed by our meal. The Parker House Rolls were a good start, but neither of our appetizers, Halibut Crudo or Romanesca Cauliflower, impressed me. I felt the Crudo was extremely fishy, which I don&amp;#39;t know if is usual, but would push me away from that fish selection. The Romanesca Cauliflower was beautifully presented, but bland in flavor. The Duck was okay, with the meat being prepared well, however the flavor profile it was matched with was odd. We ended with a delicious Roasted Apple dessert, the cheddar ice cream was incredible.<br&gt;Quantity: The dish sizes seemed fair for the prices.<br&gt;Value: $7 for the Parker House Rolls. $18 for the Halibut Crudo. $16 for the Romanesca Cauliflower. $40 for the Duck. $8 for the Polenta. $14 for the Roasted Apples.<br&gt;Ambiance: After visiting the Waterbury location of Hen Of The Woods, decided to try out the Burlington one during our visit. It sits in the bottom floor of a hotel and can be tough to find. The inside has a similar decor as the other location, but lacks the same authentic fun. Harder to built a cozy cabin in the middle of the city than out in the wilderness. However, I will say they made an admirable attempt, with lots of wood elements, romantic lighting, and a certain warmth from the kitchen.<br&gt;Crowd: Reservations in advance are needed, we ended up with a late slot from waiting too long.<br&gt;Service: Felt a little sporadic at the end of the night.<br&gt;Parking: Near a large garage.",11/8/2022,3
45,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,The food was decent but didn&amp;#39;t live up to all the hype. Very good service and great drinks!,3/23/2023,4
46,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"Delicious ! Great Food, great atmosphere. Spending time with friends or loved ones-they&amp;#39;ll remember it!",3/29/2023,5
47,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"I was kind of meh on this place. I was told it was THE spot to go in Burlington, and yes the service was IMPECCABLE and the atmosphere was beautiful, but overall the food was overpriced and not entirely worth it. The cheese platter was a good sampling of local varieties which was nice, but it took almost an hour to get my steak and it came out cold. I can see this being a nice place to take a date or celebrate a special occasion, but treating myself here on a solo date wasn&amp;#39;t the best experience for a nice meal.",3/1/2023,3
48,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"It was at best mediocre on food. The service was great. Really wanted to like the food but it was kinda meh. I am guessing with the changing menu, the stellar reviews are based on things different from what we had. The swordfish, if it&amp;#39;s a staple was flavorful but everything else was just ok.",3/8/2023,3
49,HEN OF THE WOOD ,Phot,"newamerican,restaurant",3,4.5 ,"I had read this place was good but wow! So happy we got a reservation (it wasn&amp;#39;t easy). I began planning places to stop in and knew a couple of weeks out that I wanted to go here, but the books were full. I was able to set a notification on Resy (the reservation app) and it alerted me when I time became available so we made it in. Got the pork belly appetizer which we liked, but what really made an impact was the shareable ribeye that we got! It was buttery and delicious, served with blue cheese crumbles sprinkled on top and in a pan alongside some hen of the woods and brussel sprouts. I&amp;#39;ll be thinking about this dish for awhile...",10/26/2022,5
