,Name,Street,Category,Price Tags,Average Rating,Review,Date,Rating
46,NUNYUNS BAKERY & CAFE ,"N Champlain St, Bur","bakeries,cafes,food,restaurant",1,4.0 ,"Nunyuns is great on a Saturday or Sunday for breakfast with a few people. When there&amp;#39;s a wait everywhere downtown for eggs, Nunyuns (being counter service, self seating, and in the Old North End) is almost always a better, quicker alternative. You pay at the counter, so if you&amp;#39;re splitting up the check, its easy to do (beware, though, its cash or check only- they are happy to take checks from my experience). <br&gt;The buttermilk biscuit on the egg sandwich is delicious, eat one. They are willing to work with dietary restrictions you may have to help you find a meal (or as people with dietary restrictions are familiar with, SOMETHING to eat). Past 11 or 11:30 AM, they stop cooking breakfast aside from the egg sandwich and move to lunch. Their coffee is good and the baked goods (made in-house) are great! (Try the doughnuts if they have them). Great place to sit outside and read or get an iced coffee in the summer. <br&gt;<br&gt;The walls consistently have different art hung up and its fun to go and look at what&amp;#39;s on display. Nice variety of house plants too, huge false cactus. <br&gt;<br&gt;All that being said, the staff can be moody sometimes (don&amp;#39;t worry, your food will still come out great, they don&amp;#39;t really mean it). I understand the restaurant business is stressful, especially when there&amp;#39;s only 2 or 3 people running a place, and I can be annoying when I order; add this, keep this out... no I&amp;#39;m allergic to those... <br&gt;<br&gt;They do an excellent job. Check out the great pictures painted on the sides of the building.",4/28/2014,4
47,NUNYUNS BAKERY & CAFE ,"N Champlain St, Bur","bakeries,cafes,food,restaurant",1,4.0 ,"Great food.  Anything sweet is amazing.  I&amp;#39;ve also had some of the egg dishes, including the skeggers (eggs in potato skins).  I might do it a little different - stronger cheese and maybe a poached egg - but it was nice and filling.  Service can be a little slow, but, hey, this is a small neighborhood shop and a wonderful place to hang out.  Big windows with lots of light, and an always changing menu of people watching.",8/16/2012,4
48,NUNYUNS BAKERY & CAFE ,"N Champlain St, Bur","bakeries,cafes,food,restaurant",1,4.0 ,"After living the Old North End for a few years, I finally made it to Nunyuns for brunch this past weekend. What a treat! The breakfast - an egg, spinach, and sausage special - was great and my whole meal was under $10. They serve breakfast until noon on weekends. I  love the creaky wood floors and mismatched furniture too. Looking forward to spending some more time there in the winter with a coffee and a good book.",10/11/2011,5
49,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"Wow! How do I even start? The service was incredible coupled with the delicious margaritas. Our server Quinn was perfect for our bday excursion in Burlington. The guacamole was awesome, the margs were strong, the nachos were flavorful. What more can you ask for? I can say with complete confidence that our party of 8 will be returning very soon. Great place, great music, great vibes. Thank you el Gato Cantina!",3/15/2023,5
50,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,We had a fantastic evening at El Gato this weekend! The drinks were amazing and the food delicious! Nice and friendly staff. Would highly recommend!,1/9/2023,5
51,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,Great food and awesome margarita! highly recommended!,4/19/2022,5
52,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"Love it! We haven&amp;#39;t been out to a restaurant in quite awhile and we&amp;#39;re so happy to have a fantastic experience. Food was great and service was outstanding! Since the last time we were here, they had some cool drink specials that we tried and were delicious. Highly recommended!",2/25/2022,5
53,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"Nice spot for Mexican food in Burlington, VT. Service is friendly. Love the chips and salsa. For an added treat ask for the homemade hot sauce. Ghost peppers big time!  Enjoy!",11/12/2022,4
54,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,Just went to El Gato for first time since Pandemic started. New menu which looked like an upgrade.<br&gt;Ratings 1-10<br&gt;Salsa: 8<br&gt;Tacos: 7 (way to much liquid gushing out)<br&gt;Mole Enchiladas: 4 (hot mess-tortillas hard)<br&gt;Refried Beans: 6 (cold)<br&gt;Taquitos: 6  (not as good as old recipe)<br&gt;Overall: 6<br&gt;<br&gt;Vermont still needs to upgrade Mexican choices!,2/20/2023,3
55,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"Don&amp;#39;t go here unless you can afford to wait an hour+ for your food to come. I have sympathy for restaurants that are short staffed right now, but was frustrated the waitstaff didn&amp;#39;t even warn us about the wait when we arrived for our reservation. Like many people there, we had tickets for a show next door. Ultimately, I waited to ferry our meals from the restaurant to our car in to-go boxes, while my family went to get to the show next door before it began. While I appreciate that they managed to get the kid&amp;#39;s food out before we left, the adults went to the show hungry.<br&gt;<br&gt;Sadly, the food was also quite mediocre and certainly not worth $18 for an entree. Won&amp;#39;t be coming again.",12/7/2022,2
56,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"Great drinks, great music, great staff. <br&gt;<br&gt;What can I say? This is the best Mexican bar in Burlington. The line was really long because it is so popular. It took us a while to get our drinks of course, but it was worth it. The staff gave us water and an appetizer while we waited. Normally I would leave but it was worth the wait. These bartenders can really mix a drink!",11/6/2021,5
57,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,There are much better options for dinner in Burlington. Stay away from the green sauce. It is very sour and not traditional.,11/7/2022,2
58,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,Soooooo slow. It took an hour to be served. Nice to know I am a low priority. I didn&amp;#39;t have the time they stole from me.,9/29/2022,2
59,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"Stopped in here after liking the look of their menu a bit more than the other Mexican joint in Burlington. It&amp;#39;s a bit of a dive joint but seemed like a good place for some cheap tacos etc. Place was pretty empty though it was a Tuesday. We sat near the bar. Nice touch that you get free chips and salsa when sitting down. I ordered the chimichanga which was good but fairly different. It came smothered in cheese sauce, which was good but a bit overwhelming and made the changa soggy. Also ordered a frozen marg which was terrible. More like a snow cone with very little liquid. All ice. Overall service was good but food and drinks were pretty meh. Won&amp;#39;t likely be back.",2/3/2022,3
60,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"Came on a Tuesday. They have Taco Tuesday specials that we were not aware of prior.. they were 50% off of 3 tacos out of the list. (The tacos our group were interested in weren&amp;#39;t involved with the special so we didn&amp;#39;t go that route, but nice to know! <br&gt;<br&gt;At our table we had ordered the Elote (steer corn), chimichanga, enchiladas, kids quesadilla, combination platter #2, steak tacos, and mole tacos. (Not all meals pictured) <br&gt;<br&gt;Staff wearing masks. Inside and outside seating options. <br&gt;<br&gt;Service was a bit slow knowing that there weren&amp;#39;t many people dining at the time we came, but we were not on a time restriction so no biggie for us, but might want to take into consideration if you are.",8/19/2020,4
61,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,I love this place. Great tacos and chips. Convenient location for dinner prior to shows at the Flynn!,11/24/2022,5
62,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,"I was so happy to eat at El Gato again.  I love all the special&amp;#39;s especially the food specials.  My husband always has El gato&amp;#39;s delicious Chimichanga!  The pork is the best and he loves how fresh and crisp they taste.  I think El Gato has the best pozole in the state.  I&amp;#39;m born &amp;amp; raised in California so finding good Mexican food means a lot to me.  The salsa &amp;amp; chips are delicious but my very favorite dish at this restaurant is the Taco Mole Pollo, rice &amp;amp; beans.  The rice taste like my mom used to make and come on...poblano mole!  Yum!  Thanks to a friendly staff and great potent margaritas.  I can only drink one so I always savor every drop.  I can&amp;#39;t wait to go back!",4/18/2022,5
63,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,What a fun and colorful place.  It is a friendly restaurant with a cool vibe.  The food was delicious and the tequila is in abundance.  We even ordered dessert because we were having such a good time and didn&amp;#39;t want to leave.  I love how fully staffed they are so they got us right in to a nice table.  We&amp;#39;ll be back for more great chili relleno&amp;#39;s...our favorite!,9/14/2019,5
64,EL GATO CANTINA ,"Church St, Bur","mexican,restaurant",2,3.0 ,I had the pozole today for lunch and it was the best I have ever tasted. Thick &amp;amp; all the best side fixings.  Chips were fresh and the salsa was killer.  Winner!,6/7/2015,5
